Title,URL
"Experimental: Granular build chunking (#7696)\n\n* Refactor SplitChunksPlugin configs and add experimental chunking strategy\r\n\r\n* Use typeDefs for SplitChunksConfig\r\n\r\n* Modify build manifest plugin to create runtime build manifest\r\n\r\n* Add support for granular chunks to page-loader\r\n\r\n* Ensure normal behavior if experimental granularChunks flag is false\r\n\r\n* Update client build manifest to remove iife & implicit global\r\n\r\n* Factor out '/_next/' prepending into getDependencies\r\n\r\n* Update packages/next/build/webpack-config.ts filepath regex\r\n\r\nCo-Authored-By: Jason Miller <developit@users.noreply.github.com>\r\n\r\n* Simplify dependency load ordering in page-loader.js\r\n\r\n* Use SHA1 hash to shorten filenames for dependency modules\r\n\r\n* Add scheduler to framework cacheGroup in webpack-config\r\n\r\n* Update page loader to not duplicate script tags with query parameters\r\n\r\n* Ensure no slashes end up in the file hashes\r\n\r\n* Add prop-types to framework chunk\r\n\r\n* Fix issue with mis-attributed events\r\n\r\n* Increase modern build size budget--possibly decrement after consulting with @janicklasralph\r\n\r\n* Use module.rawRequest for lib chunks\r\n\r\nCo-Authored-By: Daniel Stockman <daniel.stockman@gmail.com>\r\n\r\n* Dasherize lib chunk names\r\n\r\nCo-Authored-By: Daniel Stockman <daniel.stockman@gmail.com>\r\n\r\n* Fix typescript errors, reorganize lib name logic\r\n\r\n* Dasherize rawRequest, short circuit name logic when rawRequest found\r\n\r\n* Add `scheduler` package to test regex\r\n\r\n* Fix a nit\r\n\r\n* Adjust build manifest plugin\r\n\r\n* Shorten key name\r\n\r\n* Extract createPreloadLink helper\r\n\r\n* Extract getDependencies helper\r\n\r\n* Move method\r\n\r\n* Minimize diff\r\n\r\n* Minimize diff x2\r\n\r\n* Fix Array.from polyfill\r\n\r\n* Simplify page loader code\r\n\r\n* Remove async=false for script tags\r\n\r\n* Code golf `getDependencies` implementation\r\n\r\n* Require lib chunks be in node_modules\r\n\r\n* Update packages/next/build/webpack-config.ts\r\n\r\nCo-Authored-By: Joe Haddad <timer150@gmail.com>\r\n\r\n* Replace remaining missed windows compat regex\r\n\r\n* Trim client manifest\r\n\r\n* Prevent duplicate link preload tags\r\n\r\n* Revert size test changes\r\n\r\n* Squash manifest size even further\r\n\r\n* Add comment for clarity\r\n\r\n* Code golfing \U0001f3cc\ufe0f\u200d\u2642\ufe0f\r\n\r\n* Correctly select modern dependencies\r\n\r\n* Ship separate modern client manifest when module/module enabled\r\n\r\n* Update packages/next/build/webpack/plugins/build-manifest-plugin.ts\r\n\r\nCo-Authored-By: Joe Haddad <timer150@gmail.com>\r\n\r\n* Remove unneccessary filter from page-loader\r\n\r\n* Add lookbehind to file extension regex in page-loader\r\n\r\n* v9.0.3\r\n\r\n* Update examples for Apollo with AppTree (#8180)\r\n\r\n* Update examples for Apollo with AppTree\r\n\r\n* Fix apolloClient being overwritten when rendering AppTree\r\n\r\n* Golf page-loader (#8190)\r\n\r\n* Remove lookbehind for module replacement\r\n\r\n* Wait for build manifest promise before page load or prefetch\r\n\r\n* Updating modern-only chunks inside the right entry point\r\n\r\n* Fixing ts errors\r\n\r\n* Rename variable\r\n\r\n* Revert ""Wait for build manifest promise before page load or prefetch""\r\n\r\nThis reverts commit c370528c6888ba7fa71162a0854534ed280224ef.\r\n\r\n* Use proper typedef for webpack chunk\r\n\r\n* Re-enable promisified client build manifest\r\n\r\n* Fix bug in getDependencies map\r\n\r\n* Insert check for granularChunks in page-loader\r\n\r\n* Increase size limit temporarily for granular chunks\r\n\r\n* Add 50ms delay to flaky test\r\n\r\n* Set env.__NEXT_GRANULAR_CHUNKS in webpack config\r\n\r\n* Reset size limit to 187\r\n\r\n* Set process.env.__NEXT_GRANULAR_CHUNKS to false if selectivePageBuilding\r\n\r\n* Update test/integration/production/test/index.test.js\r\n\r\nCo-Authored-By: Joe Haddad <timer150@gmail.com>\r\n\r\n* Do not create promise if not using chunking PR",https://github.com/zeit/next.js/commit/3e8b36e879eb01b968a9730817840034ecf0b9ed
fix: upgrade chrome to fix e2e-test flake (#17503),https://github.com/gatsbyjs/gatsby/commit/99041cc61018de9479a87d588441147fd2593a15
"chore: update minor updates in packages except react, babel and eslint (#16942)\n\n* chore: update minor updates in packages except react, babel and eslint\n\n* Update snapshots\n\n* Bump up timeout for a flaky test",https://github.com/gatsbyjs/gatsby/commit/05e90da29ff965ec00ea9b8c226e081408903e9c
fix(www): potentially fix intermittent screenshot failures (#15890)\n\n* feat: rearrange starters to show top 5 featured first\r\n\r\n* chore: start handling null data,https://github.com/gatsbyjs/gatsby/commit/499838b477a59dac82aa3b0a83040e7df54a917a
"fix(e2e-tests): prevent flaky test runs by waiting for the correct API (#11976)\n\n## Description\r\n\r\nThis fixes the flaky path-prefix test by appropriately invoking the `waitForAPI` helper in various phases of the failing test.\r\n\r\nFirst, a little background:\r\n\r\n- This annoying e2e-test fails infrequently, but often enough that people notice it and are confused by it\r\n    - Note: it always fails on the same assertion (""expected blank to equal /blog"")\r\n- The test (seems to) always run fine locally, so it seems to be a CI and timing issue\r\n\r\nTo validate this fix, I `ssh`ed into the CircleCI container, ran the e2e-test _first_ to validate failures (it does fail! see below \U0001f447). It appears to fail once every 10 runs or so. I made _this_ change to the test and then validated that after 30+ runs the e2e-test does not fail.\r\n\r\n![download](https://user-images.githubusercontent.com/3924690/53196388-9972e880-35dd-11e9-9810-9082769e2216.png)\r\n\r\n\r\n## Related Issues\r\n\r\nFixes #9233",https://github.com/gatsbyjs/gatsby/commit/e291e1c94bef30480805d6aaefdeee90bd334624
Add support for additional/custom Netlify redirect rule criteria (#2890)\n\n* Add support for additional/custom Netlify redirect rule criteria\r\n\r\n* Converted plug-in to use rest params\r\n\r\n* Added a comment\r\n\r\n* Fixed lint issue\r\n\r\n* Maybe fixed flaky file-system-specific 'gatsby-remark-code-repls' tests\r\n\r\n* Backed out changes to gatsby-remark-code-repls test,https://github.com/gatsbyjs/gatsby/commit/bea012996f8678157eac3ab89055b383ae39b98c
Fix hierarchy of directories to look for loaders and modules (#435)\n\nThis fixes two longstanding problems.\r\n\r\nFirst that starters had to ship with modules/utilities that Gatsby\r\nalready included and second that installing a starter with NPM 2 often\r\nhas problems.\r\n\r\nI did some more research into this and realized the problem is that we\r\ndon't tell Gatsby to look in `/node_modules/gatsby/node_modules` to look\r\nfor modules and loaders. This means the starter also has to install them\r\n(especially with NPM 2 which doesn't put dependencies of dependencies at\r\ntop-level of node_modules like NPM 3 does).\r\n\r\nBy telling Webpack to look in Gatsby's node_modules directory as well we\r\nshould be able to elimintate extra dependencies from starters as well as\r\nfix intermittent NPM 2 problems.,https://github.com/gatsbyjs/gatsby/commit/a8e152a3d77dc095d77016b859fd742d1bd4028f
Snowflake: React Native boilerplate,https://github.com/enaqx/awesome-react/commit/341ff943ee1affd2049dbcdf4b4688cabb1177fd
Merge pull request #70 from bartonhammond/master\n\nAdd Snowflake,https://github.com/jondot/awesome-react-native/commit/ef492bb5751b9db21d2f471a20a44286a653c68b
Add Snowflake,https://github.com/jondot/awesome-react-native/commit/42402c6ea81c56dd8a43b7dd341bfcc0840bdc03
Remove FLAKEY flag,https://github.com/preactjs/preact/commit/5243d01f2be7255aaa9c1e5ec2b9e912bb7d19b3
Fix failing tests on IE11 and add flag for flakey tests (#2220)\n\n* fix renderer tests by using sinon global\r\n\r\n* temp test IE11 (remove this when verified)\r\n\r\n* add polyfills\r\n\r\n* conditionally skip some tests in IE11\r\n\r\n* refactor to skipped tests instead\r\n\r\n* correct typo\r\n\r\n* use DISABLE_FLAKEY\r\n\r\n* disable saucelabs again\r\n\r\n* rearrange browsers to see if this affects coverage or if cov takes lowest amount\r\n\r\n* assert correctly\r\n\r\n* use xit instead of it.skip\r\n\r\n* arrange correctly\r\n\r\n* try getting FLAKY from process.env\r\n\r\n* add flakey logging\r\n\r\n* revert some changes\r\n\r\n* add flakey to travis script\r\n\r\n* add one more flakey test\r\n\r\n* try some logging to see if we can derive the browser we're in\r\n\r\n* revert sauceLabs = true\r\n\r\nCo-authored-by: Marvin Hagemeister <marvin@marvinhagemeister.de>,https://github.com/preactjs/preact/commit/6fcf76b1da6bb28705a9d1513be550063ce09d50
Downgrade IE11 to win7 (#1319)\n\nIt should be less flakey. Also something we missed from #1126,https://github.com/preactjs/preact/commit/fbef3d1e2dffdd764e7e5f7b2b4eaa3ba0d8712e
fix flakey test in firefox,https://github.com/preactjs/preact/commit/f71089747102e50b2dc3bbdeefcabee1432ce9a9
Fix flakey test relying on attribute ordering in `innerHTML` serialization (Firefox 45 I'm looking at you),https://github.com/preactjs/preact/commit/ba48cd3741bb1266dab6418db19783aa151c182b
Fix two flakey tests,https://github.com/preactjs/preact/commit/0efa8e8bffd8d72b38618d6e00c3058cf129cce0
Fix flakey test logic,https://github.com/preactjs/preact/commit/945afe30c537abce36482821ed12e2df5fd98560
Add flakey test bypass for travis,https://github.com/preactjs/preact/commit/76b7c9a1d84682a9975dfac11bebb510e307f7d3
"[cloud-worker] worker refactor\n\nSummary:\nThis is a refactor of the workers to make it a bit more robust on cloud\ninfrastructure.\n\nSince our tasks are crazy flaky, and the workers may be restarted at\nanytime, and there may be several workers running at once, this\nuses a new `CloudJob` table in the database to back every task that\nhappens.\n\nBacking everything on the DB (not in Metadata) will hopefully make this\nsubstantially more robust to failing tasks, multiple workers across\nmultiple processes and boxes, and easy to visualize the state of the\nworkers' tasks\n\nSorry for the HUGE diff, this was definitely a bit of a hurried effort to\nget this on staging today.\n\nTest Plan: Manual\n\nReviewers: spang, khamidou, halla, juan\n\nReviewed By: halla, juan\n\nDifferential Revision: https://phab.nylas.com/D4355",https://github.com/nylas/nylas-mail/commit/6e0b5181603f758df097c042a23d39ad93c0680c
fix(specs) :hocho: more side-effect flakiness,https://github.com/nylas/nylas-mail/commit/bad9a06778fea4f4527b44b4f8dc6f51dc96b74c
fix(specs) Fix FeatureUsageStore spec flakiness,https://github.com/nylas/nylas-mail/commit/4035fa025bfef3a5f19056b66564f56c4719e400
"fix(spec): fix asynchronous specs\n\nSummary:\nI believe I discovered why our tests intermittently fail, why those\nfailures cause a cascade of failures, and how to fix it.\n\nThe bug is subtle and it's helpful to get a quick refresher on how various\nparts of our testing system work:\n\nFirst a deeper dive into how Promises work:\n\n1. Upon creating a new Promise, the ""executor"" block (the one that gets\n   passed `resolve` and `reject`), gets synchronously run.\n2. You eventually call `resolve()`.\n3. The minute you call `resolve()`, Bluebird's `async.js` queues up\n   whatever's downstream (the next `then` block)\n4. The queue gets processed on every ""tick"".\n5. Once the ""tick"" happens, our queue processes and downstream `then`\n   blocks get run.\n6. If any more Promises come in before the ""tick"", they get added to the\n   queue. Nothing gets processed until the ""tick"" happens.\n\nThe important takeaway here is this ""tick"" in step 4. This ""tick"" is the\ncore of what makes Promises asynchronous. By default, Bluebird in our\nNode-like environment uses `setImmediate` as the underlying\nimplementation.\n\nOur test environment is different. We do NOT use `setImmediate` in our test\nenvironment.\n\nWe use Bluebird's `Promise.setScheduler` API to implement our own ""tick"".  This\ngives us much greater control over when Promises advance. Node's `setImmediate`\nputs you at the whim of the underlying event loop.\n\nBefore today, our test ""tick"" implementation used `setTimeout` and\n`advanceClock` triggered by `process.nextTick`.\n\nLet me also quickly explain `setTimeout` in our test environment.\n\nWe globally override `setTimeout` in our test environment to not be based on\nactual time at all. There are places in our code where we wait for several\nhundred miliseconds, or have timeouts places. Instead of ""sleeping"" some amount\nof time and hoping for the best, we gain absolute control over ""time"". ""Time""\nis just an integer value that only moves forward when you manually call\n`advanceClock()` and pass it a certain number of ""milliseconds"".\n\nAt the beginning of each test, we reset time back to zero, we record\nsetTimeouts that come in, and as advanceClock gets called, we know if we need\nto run any of the setTimeout callbacks.\n\nBack to the Promise ""tick"" implementation. Before today, our testing ""tick""\nimplementation relied our our stubbed `setTimeout` and our control of time.\n\nThis almost always works fine. Unfortunately tests would sometimes\nintermittently fail, and furthermore cause a cascade of failures down the road.\n\nWe've been plauged with this for as long as I can remember. I think I finally\nfound how all of this comes together to cause these intermittent failures and\nhow to fix it.\n\nThe issue arises from a test like the one in query-subscription-pool-spec.  We\nhave tests here (and subtly in other yet unknown places) that go\nsomething like this:\n\n```\nit(""TEST A"", () => {\n  Foo.add(new Thing())\n  expect(Foo._things.length).toBe(1)\n})\n\nit(""TEST B"", () => {\n  expect(true).toBe(true)\n})\n```\n\nAt the surface this test looks straightforward. The problem is that\n`Foo.add` may down the line call something like `trigger()`, which may\nhave listeners setup, which might try and asynchronously do all kinds of\nthings (like read the fs or read/write to the database).\n\nThe biggest issue with this is that the test 'finishes' immediately after\nthat `expect` block and immediately moves onto the next test. If `Foo.add`\nis asynchronous, by the time whatever downstream effects of `Foo.add` take\nplace we may be in a completely different test. Furthremore if those\ndownstream function errors, those errors will be raised, but Jasmine will\ncatch them in the wrong test sending you down a rabbit hole of dispair.\n\nIt gets worse.\n\nAt the start of each test, we reset our `setTimeout` stub time back to\nzero. This is problematic when combined with the last issue.\n\nSuppose `Foo.add` ends up queuing a downstream Promsie. Before today, that\ndownstream Promise used `setTimeout(0)` to trigger the `then` block.\n\nSuppose TEST A finishes before `process.nextTick` in our custom scheduler\ncan call `advanceClock` and run the downstream Promise.\n\nOnce Test B starts, it will reset our `setTimeout` stub time back to zero.\n\n`process.nextTick` comes back after Test B has started and calls\n`advanceClock` like it's supposed to.\n\nUnfortunately, because our stub time has been reset, advanceClock will NOT\nfind the original callback function that would have resolved `Foo.add`'s\ndownstream Promise!!!\n\nThis means that Bluebird is now stuck waiting for a ""tick"" that will never\ncome anymore.\n\nSince Bluebird thinks it's waiting for a ""tick"", all future Promises will\nget queued, but never called (see Step 6 of the Promise description\nabove).\n\nThis is why once one test fails, downstream ones never complete and\nJasmine times out.\n\nThe failure is intermittent because `process.nextTick` is racing agianst a\ntest finishing, the next one starting, and how many and how far downstream\npromises are setup.\n\nOkay. So how do we fix this? First I tried to simply not reset the time back to\nzero again in our stubbed time-override. This doesn't work because it simply\nexposes the diasterous consequences of downstream Promises resolving after a\ntest has completed. When a test completes we cleanup objects, unmount React\ncomponents. Those downstream promises and timeouts come back and throw all\nkinds of errors like: ""can't read property x of undefined"" and ""can't find a\nmatch for component X"".\n\nThe fix that works the best is to simply MAKE PROMISES FULLY SYCNRHONOUS.\nNow if you look at our custom Promise Test Scheduler in time-override,\nyou'll see that it immediately and sychronously calls the function. This\nmeans that all downstream promises will run BEFORE the test ends.\n\nNote that this is designed as a safeguard. The best way to make a more\nrobust test is to declare that your funtion body is asynchronous. If you\ncall a method that has downstream effects, it's your responsibility to\nwait for them to finish. I would consider the test example above a very,\nvery subtle bug. Unfortunately it's so subtle that it's unreasonable to\nexpect that we'll always catch them. Making everything in our testing\nenvironment synchronous ensures that test setup and cleanup happen when we\nintuitively expect them to.\n\nAddendum:\n\nThe full Promise call chain looks something like this:\n\n-> `Promise::_resolveCallback`\n-> `Promise::_fulfill`\n-> `Promise::_async.settlePromises`\n-> `AsyncSettlePromises`\n-> `Async::_queueTick`\n-> CHECK `Async::_isTickUsed`\n-> `Async::_schedule`\n-> `TimeOverride.scheduler`\n-> `setTimeout`\n-> `process.nextTick`\n-> `advanceClock`\n-> `Async::_drainQueues`\n-> `Async::_drainQueue`\n-> `THEN BLOCK RUNS`\n-> `Maybe more things get added to queue`\n-> `Async::_reset`\n-> `Async::_queueTick` works again.\n\nTest Plan: They now work\n\nReviewers: halla, mark, spang, juan, jackie\n\nReviewed By: juan, jackie\n\nDifferential Revision: https://phab.nylas.com/D3538",https://github.com/nylas/nylas-mail/commit/c328cd34052bdf1def45f99324d57cb1649dd48f
